id,car_name,brand,model,kilometers_driven,transmision,fuel,color,engine_capacity,price
2439,Used MG - 5 2021,mg,2021,"30,000 KM",CVT,Petrol,Blue,1500,"358,000"
2440,Used MG ZS 1.5L LUX 2021,mg,2021,"19,000 KM",Automatic,Petrol,Blue,1498,"365,000"
2441,Used MG ZS EV 2021,mg,2021,"19,000 KM",Automatic,Petrol,Blue,1600,"365,000"
2442,New Toyota Hilux 2023,mg,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2443,Used MG EZS Electric SUV 2019,mg,2019,"65,000 KM",Automatic,Petrol,Red,1500,"350,000"
2444,Used MG - 6 2022,mg,2022,"9,000 KM",Automatic,Petrol,White,1500,"405,000"
2445,Used MG - 5 2021,mg,2021,"7,000 KM",CVT,Petrol,Red,1500,"310,000"
2446,Used MG - 5 2021,mg,2021,"23,000 KM",Automatic,Petrol,Gold,1600,"216,000"
2447,Used MG HS 1.5T LFC Edition 2021,mg,2021,"20,000 KM",Automatic,Petrol,White,1500,"415,000"
2448,Used MG 750 1.8L 2017,mg,2017,"67,000 KM",Automatic,Petrol,Gray,1800,"175,000"
2449,Used MG 750 1.8L 2017,mg,2017,"67,000 KM",Automatic,Petrol,Gray,1800,"180,000"
2450,Used MG - 5 2021,mg,2021,"4,000 KM",Automatic,Petrol,Gold,1500,"259,000"
2451,New MG - 5 2021,mg,2021,0 KM,Automatic,Petrol,Red,N/A,"262,000"
2452,New MG - 6 2021,mg,2021,0 KM,Automatic,Petrol,Red,1500,"95,000"
2453,Used MG 350 2014,mg,2014,"150,000 KM",Automatic,Petrol,Gold,1499,"150,000"
2454,Used Volkswagen Tiguan 1.4L S 2020,volkswagen,2020,"33,000 KM",Automatic,Petrol,White,1400,"1,600,000"
2455,Used Volkswagen Passat 1.4 TSI Trendline 2017,volkswagen,2017,"150,000 KM",Automatic,Petrol,Black,1395,"1,025,000"
2456,Used Volkswagen Polo Sedan SE 2014,volkswagen,2014,"130,000 KM",Automatic,Petrol,Black,1598,"540,000"
2457,New Toyota Hilux 2023,volkswagen,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2458,Used Volkswagen Passat 2.5L Highline 2009,volkswagen,2009,"220,000 KM",Automatic,Petrol,Other,2500,"600,000"
2459,Used Volkswagen Polo Sedan S 2013,volkswagen,2013,"175,000 KM",Automatic,Petrol,Black,1598,"400,000"
2460,Used Volkswagen Passat 2.5L Comfortline 2021,volkswagen,2021,"73,000 KM",Automatic,Petrol,Black,1600,"1,640,000"
2461,Used Volkswagen Passat 1996,volkswagen,1996,"380,000 KM",Automatic,Petrol,Other,1600,"180,000"
2462,Used Volkswagen Passat 2.0 Sedan 2021,volkswagen,2021,"55,000 KM",Manual,Petrol,Gray,2000,"1,400,000"
2463,Used Volkswagen ID4 2022,volkswagen,2022,"5,500 KM",Automatic,Electric,White,N/A,"1,500,000"
2464,Used Volkswagen Tiguan 2016,volkswagen,2016,"120,000 KM",Automatic,Petrol,Gray,1400,"950,000"
2465,Used Volkswagen Golf GTI Sport 1989,volkswagen,1989,"200,000 KM",Manual,Petrol,Green,1800,"125,000"
2466,Used Volkswagen Jetta 2007,volkswagen,2007,"30,000 KM",Automatic,Petrol,Silver,1600,"385,000"
2467,Used Volkswagen Passat 3.2 Sedan 2021,volkswagen,2021,"75,000 KM",Automatic,Petrol,Silver,3200,"1,375,000"
2468,Used Volkswagen Touran 2010,volkswagen,2010,"180,000 KM",Automatic,Petrol,Red,1400,"300,000"
2469,Used Volkswagen Tiguan 1.4L R-Line 2021,volkswagen,2021,"42,000 KM",Automatic,Petrol,Blue,1395,"1,450,000"
2470,New Toyota Hilux 2023,volkswagen,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2471,Used Volkswagen Jetta 1.6 Sedan 2007,volkswagen,2007,"190,000 KM",Automatic,Petrol,Gold,1600,"320,000"
2472,Used Volkswagen Golf GTI Hatchback 1991,volkswagen,1991,"600,000 KM",Manual,Petrol,Green,1300,"65,000"
2473,Used Volkswagen Polo Sedan S 2004,volkswagen,2004,"200,000 KM",Automatic,Petrol,Red,1598,"125,000"
2474,Used Volkswagen Tiguan 1.4L R-Line 2021,volkswagen,2021,"18,000 KM",Automatic,Petrol,Blue,1395,"1,250,000"
2475,Used Volkswagen Golf 2.0L R (280 HP) 1992,volkswagen,1992,"300,000 KM",Manual,Petrol,Other,1984,700
2476,New Volkswagen ID4 2022,volkswagen,2022,0 KM,Automatic,Electric,Blue,N/A,"1,050,000"
2477,Used Volkswagen Passat 3.2 Sedan 2002,volkswagen,2002,"117,000 KM",Automatic,Petrol,Silver,3200,"155,000"
2478,Used Volkswagen Tiguan 2016,volkswagen,2016,"130,000 KM",Automatic,Petrol,Gray,1968,"560,000"
2479,Used Volkswagen Golf R 2017,volkswagen,2017,"120,000 KM",Automatic,Petrol,White,N/A,"450,000"
2480,Used Volkswagen Jetta 2014,volkswagen,2014,"158,000 KM",Automatic,Petrol,Brown,1400,"235,000"
2481,Used Volkswagen Golf GTI Hatchback 1992,volkswagen,1992,"200,000 KM",Manual,Petrol,Black,1500,"90,000"
2482,Used Volkswagen Golf GTI 2009,volkswagen,2009,"150,000 KM",Automatic,Petrol,White,1,"85,000"
2483,New Toyota Hilux 2023,volkswagen,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2484,Used Volkswagen Passat 1.4 TSI Trendline Plus 2019,volkswagen,2019,"10,000 KM",Automatic,Petrol,Gray,1395,"570,000"
2485,Used Volkswagen Caddy 2009,volkswagen,2009,"200,000 KM",Manual,Petrol,White,1900,"130,000"
2486,Used Volkswagen Beetle 2.0L S 1985,volkswagen,1985,"80,000 KM",Manual,Petrol,Red,1200,"45,000"
2487,Used Volkswagen Passat 2.0 Sedan 2002,volkswagen,2002,"195,000 KM",Manual,Petrol,Silver,2000,"198,000"
2488,Used Volkswagen Jetta 1.6 Sedan 2009,volkswagen,2009,"290,000 KM",Automatic,Petrol,Silver,1600,"130,000"
2489,Used Volkswagen Jetta 1.6 Sedan 2009,volkswagen,2009,"225,000 KM",Automatic,Petrol,Black,1600,"180,000"
2490,Used Volkswagen Passat 2016,volkswagen,2016,"26,000 KM",Automatic,Petrol,Brown,1400,"370,000"
2491,Used Volkswagen Polo 1999,volkswagen,1999,"190,000 KM",Automatic,Petrol,Blue,1600,"88,000"
2492,Used Volkswagen Passat 1981,volkswagen,1981,"200,000 KM",Manual,Petrol,Brown,1601,"18,000"
2493,Used Volkswagen Polo 1995,volkswagen,1995,"180,000 KM",Manual,Petrol,Black,1400,"70,000"
2494,Used Volkswagen Passat 2015,volkswagen,2015,"112,000 KM",Automatic,Petrol,Black,1400,"265,000"
2495,Used Volkswagen Tiguan 1.4L SE 2018,volkswagen,2018,"135,000 KM",CVT,Petrol,Brown,1395,"450,000"
2496,New Toyota Hilux 2023,volkswagen,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2497,Used Volkswagen Passat 2.5L Highline 2002,volkswagen,2002,"230,000 KM",Manual,Petrol,Blue,1600,"85,000"
2498,Used Volkswagen Passat 2.0 Sedan 2006,volkswagen,2006,"170,000 KM",Automatic,Petrol,Gold,1600,"165,000"
2499,New Volkswagen Polo Sedan S 2000,volkswagen,2000,"160,000 KM",Manual,Petrol,Black,1000,"75,000"
2500,Used Volkswagen Scirocco 1.4L TSI 2011,volkswagen,2011,"207,000 KM",Automatic,Petrol,White,1390,"159,000"
2501,Used Volkswagen Scirocco 1.4L TSI 2011,volkswagen,2011,"208,000 KM",Automatic,Petrol,White,1390,"169,000"
2502,Used Volkswagen Fox 2008,volkswagen,2008,"222,000 KM",Manual,Petrol,Gray,1400,"115,000"
2503,Used Volkswagen Passat 2018,volkswagen,2018,"38,000 KM",Automatic,Petrol,Silver,1400,"495,000"
2504,Used Ford EcoSport 1.0T Titanium 2018,ford,2018,"143,000 KM",Automatic,Petrol,Black,998,"775,000"
2505,Used Ford EcoSport 2020,ford,2020,"40,000 KM",Automatic,Petrol,Other,N/A,"750,000"
2506,Used Ford Kuga 1.5T Sport 2015,ford,2015,"86,000 KM",Automatic,Petrol,Silver,1500,"850,000"
2507,New Toyota Hilux 2023,ford,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2508,Used Ford Escape 1.5T Trend 2022,ford,2022,"19,000 KM",Automatic,Petrol,Silver,1500,"1,500,000"
2509,Used Ford Fiesta 1.6L Trend 2013,ford,2013,"150,000 KM",Automatic,Petrol,Black,1600,"420,000"
2510,Used Ford Focus 1.6L Trend (Sedan) 2014,ford,2014,"210,000 KM",Automatic,Petrol,Black,1600,"520,000"
2511,Used Ford Focus 1.6L Sedan 2012,ford,2012,"173,000 KM",Automatic,Petrol,Silver,1600,"400,000"
2512,Used Ford Explorer XLT 1998,ford,1998,"94,000 KM",Automatic,Petrol,Blue,4100,"340,000"
2513,Used Ford Kuga 1.5L EcoBoost 2018,ford,2018,"110,000 KM",Automatic,Petrol,Silver,1500,"900,000"
2514,Used Ford Focus 2018,ford,2018,"95,000 KM",Automatic,Petrol,Blue,1000,"530,000"
2515,New Ford Mondeo 1998,ford,1998,0 KM,Manual,Petrol,Other,2000,"110,000"
2516,Used Ford Focus 2018,ford,2018,"160,000 KM",Automatic,Petrol,Tan,1000,"500,000"
2517,Used Ford Focus 2018,ford,2018,"160,000 KM",Automatic,Petrol,Other,1000,"500,000"
2518,Used Ford Kuga 1.5T Sport 2019,ford,2019,"28,000 KM",Automatic,Petrol,White,1500,"1,100,000"
2519,Used Ford Kuga 1.5T Sport 2019,ford,2019,"28,000 KM",Automatic,Petrol,White,1500,"1,100,000"
2520,New Toyota Hilux 2023,ford,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2521,Used Ford Kuga 1.5T Titanium 2019,ford,2019,"11,000 KM",Automatic,Petrol,Black,1500,"1,250,000"
2522,Used Ford EcoSport 1.0T Sport 2019,ford,2019,"118,000 KM",Automatic,Petrol,Silver,998,"415,000"
2523,Used Ford Fiesta 1.6L Ambiante 2014,ford,2014,"90,000 KM",Automatic,Petrol,Burgundy,1600,"230,000"
2524,Used Ford Focus 1.6L Sedan 2012,ford,2012,"349,996 KM",Automatic,Petrol,Blue,1600,"290,000"
2525,Used Ford Focus 2018,ford,2018,"100,000 KM",Automatic,Petrol,Other,N/A,"420,000"
2526,Used Ford Focus 2.0L Sport 2017,ford,2017,"160,000 KM",Automatic,Petrol,Red,1000,"370,000"
2527,Used Ford Focus 2014,ford,2014,"240,000 KM",Automatic,Petrol,Silver,1600,"300,000"
2528,Used Ford Focus 2016,ford,2016,"127,000 KM",CVT,Petrol,Black,1000,"320,000"
2529,Used Ford Fiesta 1.25L 1997,ford,1997,"44,998 KM",Manual,Petrol,Beige,1300,"64,999"
2530,Used Ford Kuga 1.5T Titanium 2019,ford,2019,"50,000 KM",Automatic,Petrol,Blue,1500,"750,000"
2531,Used Ford Fiesta 1988,ford,1988,"200,000 KM",Manual,Petrol,White,N/A,"35,000"
2532,Used Ford Fusion 1.5L EcoBoost 2016,ford,2016,"252,000 KM",Automatic,Petrol,Silver,1500,"250,000"
2533,New Toyota Hilux 2023,ford,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2534,Used Ford Fiesta 2017,ford,2017,"63,000 KM",Manual,Petrol,Blue,1,"280,000"
2535,Used Ford Focus 2017,ford,2017,"35,000 KM",Automatic,Petrol,Red,N/A,"250,000"
2536,Used Ford Fiesta 1.6L Ambiante 2014,ford,2014,"191,000 KM",Automatic,Petrol,Gray,1600,"155,000"
2537,Used Ford GT 1998,ford,1998,"136,000 KM",Automatic,Petrol,White,4600,"159,999"
2538,Used Ford Escort 1999,ford,1999,"30,000 KM",Manual,N/A,Purple,1600,"35,000"
2539,Used Ford Escort 1.5L Trend 1998,ford,1998,"1,800,000 KM",Manual,Petrol,Green,1300,"45,000"
2540,Used Ford Focus 2017,ford,2017,"99,000 KM",Automatic,N/A,Red,1000,"250,000"
2541,Used Ford Focus 1.6L 2008,ford,2008,"300,955 KM",Automatic,Petrol,Red,1600,"135,000"
2542,Used Ford Fiesta 2014,ford,2014,"40,000 KM",Automatic,Petrol,Black,1600,"125,000"
2543,Used Ford Explorer 2012,ford,2012,"140,000 KM",Automatic,Petrol,White,3500,"630,000"
2544,Used Ford Explorer 2010,ford,2010,"180,000 KM",Automatic,Petrol,Silver,4000,"430,000"
2545,Used Ford Fiesta 1.0T Trend 3Drs M/T 2000,ford,2000,"9,999,999 KM",Manual,Petrol,Black,998,"45,000"
2546,New Toyota Hilux 2023,ford,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2547,Used Ford Focus 1.6L Trend (Sedan) 2013,ford,2013,"211,000 KM",Automatic,Petrol,Blue,1600,"155,000"
2548,Used Ford Focus 1.6L Ambiente (Sedan) 2007,ford,2007,"50,000 KM",Automatic,Petrol,Silver,1600,"160,000"
2549,Used Ford Focus 2018,ford,2018,"16,000 KM",Automatic,Petrol,Blue,1000,"285,000"
2550,Used Ford Kuga 1.5T Titanium 2017,ford,2017,"69,000 KM",Automatic,Petrol,Red,1500,"410,000"
2551,New Ford Kuga 1.5L EcoBoost 2017,ford,2017,"54,000 KM",Automatic,Petrol,Red,1500,"500,000"
2552,Used Ford Figo Sedan 1.5L Ambient 1999,ford,1999,"167,507 KM",N/A,N/A,Red,N/A,"70,000"
2553,Used Geely Emgrand 7 Elegance 2014,geely,2014,"225,000 KM",Manual,Petrol,Black,1800,"150,000"
2554,Used Geely Emgrand 7 1.5L GLS M/T 2014,geely,2014,"225,000 KM",Manual,Petrol,Black,1498,"150,000"
2555,Used Geely Emgrand X7 1.3T GL 2018,geely,2018,"73,000 KM",Automatic,Petrol,Brown,1299,"550,000"
2556,New Toyota Hilux 2023,geely,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2557,Used Geely Emgrand X7 1.3T GL 2020,geely,2020,"63,000 KM",Automatic,Petrol,Black,1299,"640,000"
2558,Used Geely Emgrand X7 2019,geely,2019,"124,999 KM",N/A,N/A,Black,N/A,"585,000"
2559,Used Geely Pandino GB 2014,geely,2014,"230,000 KM",Manual,Petrol,Silver,1300,"170,000"
2560,Used Geely Imperial 1.5L GL 2019,geely,2019,"121,000 KM",Automatic,Petrol,Black,1600,"420,000"
2561,Used Geely Emgrand X7 GT 2013,geely,2013,"100,000 KM",Manual,Petrol,White,1600,"180,000"
2562,Used Geely Coolray 1.5TD GL-Sport 2022,geely,2022,"15,000 KM",Automatic,Petrol,Silver,1500,"800,000"
2563,Used Geely Emgrand 7 GB 2017,geely,2017,"115,000 KM",Manual,Petrol,Tan,1500,"210,000"
2564,Used Geely Imperial 2019,geely,2019,"185,000 KM",Automatic,Petrol,Black,1600,"280,000"
2565,Used Geely Pandino 2015,geely,2015,"60,000 KM",Manual,Petrol,Red,1299,"165,000"
2566,Used Geely Emgrand 7 2015,geely,2015,"163,000 KM",Manual,Petrol,Other,1600,"170,000"
2567,Used Geely Emgrand X7 1.3T GL 2020,geely,2020,"8,100 KM",Automatic,Petrol,Black,1299,"510,000"
2568,Used Geely Emgrand 7 2014,geely,2014,"280,000 KM",Manual,Hybrid,White,1600,"160,000"
2569,New Toyota Hilux 2023,geely,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2570,Used Geely Emgrand X7 2019,geely,2019,"60,000 KM",N/A,Petrol,Brown,N/A,"450,000"
2571,Used Geely Emgrand 7 2015,geely,2015,"160,000 KM",Manual,Petrol,Gray,1500,"170,000"
2572,Used Geely Emgrand 7 2014,geely,2014,"143,500 KM",Manual,Petrol,Bronze,1500,"90,000"
2573,Used Geely Emgrand 7 2014,geely,2014,"160,000 KM",Manual,Petrol,Black,1500,"90,000"
2574,Used Geely Emgrand 7 2014,geely,2014,"57,000 KM",Manual,Petrol,Gray,1500,"120,000"
2575,Used Geely Emgrand 7 2015,geely,2015,"75,000 KM",Manual,Petrol,Gray,1600,"110,000"
2576,Used Geely Emgrand 7 1.5L GLS Tinted Glass M/T 2013,geely,2013,"5,300 KM",Manual,Petrol,Gray,1500,"125,000"
2577,Used Geely Emgrand 7 2015,geely,2015,"170,000 KM",Manual,Petrol,White,N/A,"110,000"
2578,Used Geely Emgrand X7 1.3T GL 2019,geely,2019,"57,000 KM",Automatic,Petrol,Brown,1299,"245,000"
2579,Used Geely Emgrand 7 1.5L GLS M/T 2013,geely,2013,"250,000 KM",Manual,Petrol,Red,1498,"85,000"
2580,Used Geely Pandino GB 2010,geely,2010,"120,000 KM",Manual,Petrol,White,1300,"72,000"
2581,New Geely Emgrand 7 2014,geely,2014,"137,000 KM",Manual,Petrol,White,N/A,"95,000"
2582,New Toyota Hilux 2023,geely,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2583,Used Geely Emgrand 7 2015,geely,2015,"190,000 KM",Manual,Petrol,White,1600,"90,000"
2584,Used Geely Emgrand X7 1.3T GL 2019,geely,2019,"23,000 KM",Automatic,Petrol,Brown,1299,"255,000"
2585,Used Geely Emgrand X7 Sport 2017,geely,2017,"67,000 KM",CVT,Petrol,Black,45,"250,000"
2586,Used Geely Emgrand 7 Base 2017,geely,2017,"12,000 KM",Manual,Petrol,Bronze,1500,"135,000"
2587,Used Geely GC2 2015,geely,2015,"90,000 KM",Automatic,Petrol,Gray,1500,"100,000"
2588,Used Geely GC2 2015,geely,2015,"92,300 KM",Automatic,Petrol,Gray,1500,"100,000"
2589,Used Geely Pandino 2013,geely,2013,"73,000 KM",Manual,Petrol,Silver,1300,"90,000"
2590,Used Geely Pandino 2013,geely,2013,"73,000 KM",Manual,Petrol,Gray,1300,"90,000"
2591,Used Geely Pandino 2013,geely,2013,"73,000 KM",Manual,Petrol,Gray,1300,"90,000"
2592,Used Geely Emgrand 7 2013,geely,2013,"180,000 KM",Manual,Petrol,Red,1500,"100,000"
2593,Used Geely Emgrand X7 1.3T GL 2019,geely,2019,"40,750 KM",CVT,Petrol,Brown,1299,"260,000"
2594,Used Geely Emgrand 7 2015,geely,2015,"141,000 KM",Manual,Hybrid,Gray,1600,"110,000"
2595,New Toyota Hilux 2023,geely,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2596,Used Geely Emgrand 7 1.5L GLS M/T 2015,geely,2015,"87,000 KM",Manual,Petrol,Gray,1498,"97,000"
2597,Used Geely Emgrand 7 1.5L GLS Tinted Glass M/T 2014,geely,2014,"60,000 KM",Manual,Petrol,Black,1500,"125,000"
2598,Used Geely Emgrand 7 2015,geely,2015,"97,000 KM",N/A,Petrol,Bronze,N/A,"115,000"
2599,Used Geely Pandino 2014,geely,2014,"97,000 KM",Manual,Petrol,Yellow,1400,"85,000"
2600,Used Geely Emgrand 7 1.5L GLS M/T 2014,geely,2014,"185,000 KM",Manual,Petrol,Black,1498,"100,000"
2601,Used Citroen C5 Confort 1.6 2020,citroen,2020,"93,000 KM",Automatic,Petrol,Red,1600,"1,250,000"
2602,Used Citroen C3 Picasso 1.6L VTI 2015,citroen,2015,"125,000 KM",Automatic,Petrol,Silver,1600,"330,000"
2603,Used Citroen C5 Aircross 1.6T Live 2021,citroen,2021,"80,999 KM",Automatic,Petrol,White,1600,"1,220,000"
2604,New Toyota Hilux 2023,citroen,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2605,Used Citroen C4 Grand Picasso 2008,citroen,2008,"290,000 KM",Automatic,Petrol,Blue,2000,"360,000"
2606,Used Citroen C-Elysee 1.6L Comfort 2022,citroen,2022,"60,000 KM",Automatic,Petrol,White,1587,"650,000"
2607,Used Citroen C5 Aircross 1.6T Shine 2021,citroen,2021,"11,000 KM",Automatic,Petrol,Red,1600,"1,450,000"
2608,Used Citroen C-Elysee 1.6 Exclusive 2015,citroen,2015,"67,000 KM",Automatic,Petrol,Teal,1600,"380,000"
2609,Used Citroen C5 Aircross 1.6T Shine 2021,citroen,2021,"25,000 KM",Automatic,Petrol,Gray,N/A,"1,480,000"
2610,Used Citroen C5 Exclusive 1.6 2015,citroen,2015,"135,000 KM",Automatic,Petrol,Gray,1600,"465,000"
2611,Used Citroen C5 Aircross 2022,citroen,2022,"30,000 KM",Automatic,N/A,Black,N/A,"1,550,000"
2612,Used Citroen C5 Aircross 1.6T Shine 2021,citroen,2021,"23,000 KM",Automatic,Petrol,Gray,N/A,"1,550,000"
2613,Used Citroen C5 Aircross 1.6T Shine 2020,citroen,2020,"83,000 KM",Automatic,Petrol,Silver,N/A,"1,350,000"
2614,Used Citroen C5 2021,citroen,2021,"44,000 KM",Automatic,Petrol,Silver,1600,"1,300,000"
2615,Used Citroen C5 Confort 1.6 2013,citroen,2013,"179,000 KM",Automatic,Petrol,Other,1600,"375,000"
2616,Used Citroen C5 Aircross 1.6T Live 2021,citroen,2021,"70,000 KM",Automatic,Petrol,White,N/A,"990,000"
2617,New Toyota Hilux 2023,citroen,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2618,Used Citroen C5 2015,citroen,2015,"190,000 KM",Automatic,Petrol,Gray,1600,"400,000"
2619,Used Citroen C5 2015,citroen,2015,"190,000 KM",Automatic,Petrol,Gray,1600,"380,000"
2620,Used Citroen C5 2015,citroen,2015,"190,000 KM",Automatic,Petrol,Gray,1600,"385,000"
2621,Used Citroen C5 Aircross 1.6T Live 2020,citroen,2020,"120,000 KM",Automatic,Petrol,Red,1600,"670,000"
2622,Used Citroen DS5 2020,citroen,2020,"70,000 KM",Automatic,Petrol,Silver,1600,"1,150,000"
2623,Used Citroen C4 Grand Picasso 2013,citroen,2013,"156,000 KM",Automatic,Petrol,Silver,1600,"450,000"
2624,Used Citroen C4 Grand Picasso 2013,citroen,2013,"142,000 KM",Automatic,Petrol,Silver,1600,"295,000"
2625,Used Citroen C5 Exclusive 1.6 2012,citroen,2012,"200,000 KM",Automatic,Petrol,Black,1600,"250,000"
2626,Used Citroen SpaceTourer 2019,citroen,2019,"95,000 KM",Automatic,Petrol,Black,N/A,"525,000"
2627,Used Citroen C-Elysee 1.6L Comfort 2021,citroen,2021,"48,000 KM",Automatic,Petrol,Gray,1600,"285,000"
2628,Used Citroen C5 Aircross 1.6T Live 2020,citroen,2020,"90,000 KM",Automatic,Petrol,Red,1600,"440,000"
2629,Used Citroen Berlingo Passenger Van 2011,citroen,2011,"112,000 KM",Manual,Petrol,Blue,1600,"125,000"
2630,New Toyota Hilux 2023,citroen,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2631,Used Citroen C5 2013,citroen,2013,"170,000 KM",Automatic,Petrol,Other,1400,"380,000"
2632,New Citroen C3 2020,citroen,2020,"20,600 KM",Automatic,Petrol,Gray,1200,"290,000"
2633,Used Citroen C4 Confort 1.6 2007,citroen,2007,"155,000 KM",Automatic,Petrol,Blue,1600,"311,000"
2634,Used Citroen C4 Grand Picasso 2007,citroen,2007,"103,000 KM",Automatic,N/A,Gray,N/A,"165,000"
2635,Used Citroen C-Elysee Attraction 1.6 Manual 2005,citroen,2005,"200,000 KM",Manual,Petrol,Red,1600,"100,000"
2636,Used Citroen C3 2005,citroen,2005,80 KM,Manual,Petrol,Blue,1500,"65,000"
2637,Used Citroen C3 Aircross 1.2T Live 2020,citroen,2020,"36,000 KM",Automatic,Petrol,Orange,1200,"270,000"
2638,Used Citroen C5 2014,citroen,2014,"68,500 KM",Automatic,Petrol,Black,1600,"260,000"
2639,Used Citroen C-Elysee Confort 1.6 2016,citroen,2016,"76,000 KM",Automatic,Petrol,Silver,1600,"179,000"
2640,Used Citroen C-Elysee Exclusive 1.6 2019,citroen,2019,"16,000 KM",Automatic,Petrol,Gray,1600,"230,000"
2641,Used Citroen C4 Confort 1.6 2004,citroen,2004,"200,000 KM",Automatic,Petrol,Red,1600,"115,000"
2642,Used Citroen C3 2007,citroen,2007,"147,000 KM",Manual,Petrol,Gold,1100,"87,000"
2643,New Toyota Hilux 2023,citroen,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2644,Used Citroen C-Elysee Attraction 1.6 Automatic 2014,citroen,2014,"53,000 KM",Automatic,Petrol,Gray,1600,"155,000"
2645,Used Citroen C-Elysee Attraction 1.6 Automatic 2014,citroen,2014,"53,000 KM",Automatic,Petrol,Other,1600,"155,000"
2646,Used Lada 4x4 3-Door 1.7L 8V - Manual 2021,lada,2021,"38,000 KM",Automatic,Petrol,Tan,1600,"325,000"
2647,Used Lada Granta Sedan 1.6L A/T 2022,lada,2022,"25,000 KM",Automatic,Hybrid,Silver,1600,"400,000"
2648,Used Lada Granta Liftback 1.6L 16V - Manual 2016,lada,2016,"85,000 KM",Manual,Petrol,Brown,1600,"220,000"
2649,New Toyota Hilux 2023,lada,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2650,Used Lada Granta Sedan 1.6L A/T 2020,lada,2020,"49,000 KM",Automatic,Petrol,Blue,1600,"230,000"
2651,Used Lada 4x4 5-Door 1.7L 8V - Manual 2010,lada,2010,"20,000 KM",Automatic,Petrol,Burgundy,1300,"72,000"
2652,Used Lada Granta Sedan 1.6L 8V - Manual 2016,lada,2016,"235,000 KM",Manual,Petrol,Black,1600,"170,000"
2653,Used Lada Vesta Sedan 1.6L 16V - Manual 2008,lada,2008,"96,000 KM",Manual,Petrol,Gray,1600,"50,000"
2654,Used Lada Granta Sedan 1.6L A/T 2020,lada,2020,"21,000 KM",Manual,Petrol,Burgundy,1600,"180,000"
2655,Used Lada Granta Sedan 2008,lada,2008,"100,000 KM",Manual,Petrol,Black,1600,"45,000"
2656,Used Lada Kalina Hatchback 1990,lada,1990,"165,000 KM",Manual,Petrol,Beige,1300,"42,000"
2657,Used Lada Vesta Sedan 2006,lada,2006,"150,000 KM",Manual,Petrol,White,1600,"37,000"
2658,Used Lada Granta Sedan 2015,lada,2015,"45,000 KM",Manual,Petrol,Other,1600,"150,000"
2659,Used Lada Largus Wagon 2020,lada,2020,"6,000 KM",Manual,Petrol,White,1600,"249,999"
2660,Used Lada Granta Sedan 1.6L M/T 2019,lada,2019,"115,000 KM",Manual,Petrol,Black,1600,"150,000"
2661,Used Lada Granta Sedan 2017,lada,2017,"135,500 KM",Manual,Petrol,White,1600,"290,000"
2662,New Toyota Hilux 2023,lada,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2663,Used Lada Granta Sedan 1.6L M/T 2019,lada,2019,"89,000 KM",Manual,Petrol,Blue,1600,"134,999"
2664,Used Lada Granta Sedan 1.6L A/T 2019,lada,2019,"59,000 KM",Manual,Petrol,Black,1600,"165,000"
2665,Used Lada 4x4 Urban 3-Door 1.7L 8V - Manual 1995,lada,1995,"150,000 KM",Manual,Petrol,Red,1700,"28,000"
2666,Used Lada 4x4 3-Door 2010,lada,2010,"90,000 KM",Manual,Petrol,White,1100,"35,000"
2667,Used Lada Granta Sedan 2016,lada,2016,"28,300 KM",Manual,Petrol,Gray,1600,"120,000"
2668,Used Lada 4x4 3-Door 2012,lada,2012,"70,000 KM",Manual,Petrol,White,N/A,"47,000"
2669,Used Lada Priora Sedan 1.6L 8V - Manual 2006,lada,2006,"150,000 KM",Manual,Petrol,Green,1600,"38,000"
2670,Used Lada Priora Sedan 1995,lada,1995,"70,000 KM",Manual,Petrol,White,N/A,"24,000"
2671,Used Lada 4x4 5-Door 1.7L 8V - Manual 1992,lada,1992,"150,000 KM",Manual,Petrol,Red,1700,"28,000"
2672,Used Lada Granta Sedan 1.6L M/T 2019,lada,2019,"18,000 KM",Manual,Petrol,Red,1600,"125,000"
2673,Used Lada Granta Sedan 1.6L M/T 2019,lada,2019,"116,000 KM",Manual,Petrol,Silver,1600,"110,000"
2674,Used Lada Granta Sedan 1.6L A/T 2020,lada,2020,"22,000 KM",Automatic,Petrol,Blue,1600,"155,000"
2675,New Toyota Hilux 2023,lada,2023,0 KM,Manual,Diesel,White,2400,"99,500"
2676,Used Lada Granta Sedan 1.6L 16V - Automated Manual 2016,lada,2016,"50,000 KM",Manual,Petrol,Other,1600,"95,000"
